Hotel_name,neg,pos,Avg_score,score
Staybridge Suites London Stratford,16.131553398058244,78.36310679611654,9.200000000000031,0.7941435190921031
Hotel Indigo London Tower Hill,12.475132275132266,84.24708994709006,9.20000000000003,0.8519220986390502
Sofitel London St James,15.152604166666663,74.27239583333336,9.20000000000003,0.7959860591993158
ME London by Melia,16.10558659217876,72.40335195530724,9.20000000000003,0.777557445101156
Hotel 1898,20.468862275449087,87.54011976047906,9.200000000000028,0.7661773558060635
Grand H tel Du Palais Royal,13.929133858267711,92.68897637795274,9.200000000000022,0.8497217856687764
Staybridge Suites London Vauxhall,11.546969696969688,74.55,9.200000000000022,0.8451110704631832
The Hari London,13.512295081967205,77.02131147540986,9.20000000000002,0.8245642040738141
Sixtytwo Hotel,9.130909090909094,89.68363636363635,9.200000000000019,0.8981875684223329
The Harmonie Vienna,10.674545454545457,74.1581818181818,9.200000000000019,0.8560570770098315
Hotel Op ra Richepanse,9.041121495327106,85.89158878504671,9.200000000000017,0.894737987465181
Hotel Santa Marta Suites,15.473267326732678,89.05346534653465,9.200000000000017,0.8262474428533308
Catalonia Catedral,13.50775510204081,87.92244897959186,9.200000000000014,0.8463673924144657
Alma Barcelona GL,13.157471264367814,85.02298850574716,9.200000000000012,0.8452480735433284
Sofitel Legend The Grand Amsterdam,10.767857142857142,69.04285714285714,9.20000000000001,0.8440409683426444
The Yard Milano,13.325925925925924,81.71851851851854,9.200000000000008,0.8369289340101522
Hotel Manzoni,12.082278481012663,72.48227848101266,9.200000000000008,0.8333071374932326
La Maison Favart,9.48266666666667,87.36799999999998,9.200000000000006,0.8914629307450477
Appartement Hotel an der Riemergasse,12.032894736842104,90.5526315789474,9.200000000000006,0.8671171171171171
Catalonia Passeig de Gr cia 4 Sup,13.691699604743079,84.6268774703558,9.200000000000006,0.8382109796082317
Hotel Design Secret de Paris,13.235135135135142,68.67162162162163,9.200000000000006,0.8072692209300038
One Aldwych,15.919736842105268,78.35789473684208,9.200000000000006,0.7968330198817839
Palais Hansen Kempinski Vienna,14.486764705882354,77.64411764705886,9.200000000000003,0.8134209629152621
B Montmartre,5.87727272727273,73.02121212121213,9.200000000000001,0.9195128024235383
The Henrietta Hotel,14.763636363636362,66.53636363636362,9.200000000000001,0.7781117639021723
Hotel Whistler,28.023076923076925,104.93076923076924,9.200000000000001,0.7329374679275713
Mandarin Oriental Milan,18.6875,36.8375,9.200000000000001,0.4927044451985069
H tel Moli re,7.187500000000003,84.18281249999997,9.2,0.9146203389201328
Okko Hotels Paris Porte De Versailles,24.90625,85.31250000000001,9.2,0.7080586080586081
Bulgari Hotel Milano,25.299999999999997,80.92500000000001,9.2,0.6873648439913501
Hotel Imperial A Luxury Collection Hotel,14.05,101.98000000000002,9.199999999999998,0.8622278878211415
Le Pavillon de la Reine Spa,15.954098360655738,102.21147540983605,9.199999999999998,0.8439108887071164
ME Milan Il Duca,15.540322580645167,67.22903225806449,9.199999999999998,0.768845065016074
Hotel Le 10 BIS,6.574999999999999,75.49166666666667,9.199999999999996,0.9129042940721934
La Villa Haussmann,8.156521739130435,75.62173913043479,9.199999999999996,0.8921405162996607
Le 123 Elysees Astotel,11.404166666666667,84.77083333333334,9.199999999999996,0.8654706316048169
Draycott Hotel,20.9206896551724,71.59482758620689,9.199999999999994,0.7077904876580375
Primero Primera,9.797500000000001,99.70999999999998,9.199999999999992,0.901740046133788
Hotel de Seze,7.836170212765959,78.50638297872342,9.199999999999992,0.9001842918315355
Hotel Midmost,9.275,86.97115384615384,9.199999999999992,0.893355444997236
H10 Metropolitan 4 Sup,12.046181818181802,86.04872727272723,9.199999999999992,0.860007437646323
Hotel Neri,20.892500000000002,105.67749999999998,9.199999999999992,0.802299448794682
Armani Hotel Milano,13.160000000000002,61.709999999999994,9.199999999999992,0.7867444498460541
Conservatorium Hotel,26.905769230769224,78.17499999999998,9.199999999999992,0.655826424934196
The Hoxton Holborn,15.4010101010101,79.86599326599327,9.19999999999998,0.8071643578047403
Montcalm Royal London House City of London,21.18200589970503,75.44247787610617,9.199999999999958,0.7192297165200388
Apex Temple Court Hotel,9.849082568807335,77.99678899082564,9.199999999999928,0.8737245123005534
Hotel Berna,9.362738301559807,78.69549393414212,9.199999999999902,0.8810257381522353
Hotel Esther a,13.367570498915438,84.12169197396977,9.100000000000154,0.8410924675284487
M by Montcalm Shoreditch London Tech City,20.014224137931055,69.02543103448286,9.100000000000087,0.7100456478434362
Mondrian London,17.297306397306414,79.35808080808081,9.100000000000039,0.7820347188191441
Edouard 7 Paris Op ra,11.669298245614035,90.159649122807,9.100000000000016,0.8705707225000486
H tel Da Vinci Spa,12.47227722772277,84.59009900990098,9.100000000000016,0.8525562994522216
The Rookery,22.080188679245275,80.93490566037731,9.100000000000016,0.7271858353440337
The Stafford London,22.424752475247498,69.3039603960396,9.100000000000016,0.6764289898138495
Hotel Parc Saint Severin Esprit de France,11.756976744186048,115.24883720930232,9.100000000000014,0.8979861573541579
The Arch London,9.418085106382984,71.54999999999998,9.100000000000014,0.8683705785271421
Residence Henri IV,17.135555555555552,104.90333333333332,9.100000000000014,0.8366538506349761
The Dorchester Dorchester Collection,11.51807228915663,62.23855421686746,9.100000000000014,0.814936699059197
Hotel Villa Emilia,18.473737373737375,91.2858585858585,9.100000000000014,0.7976276100162657
Hotel Principe Di Savoia,14.334020618556691,58.89381443298968,9.100000000000014,0.7566124599576384
H tel L Echiquier Op ra Paris MGallery by Sofitel,10.701234567901235,89.4407407407407,9.100000000000012,0.8803539138956753
Knightsbridge Hotel,11.71917808219178,60.010958904109565,9.100000000000012,0.8047160336011686
Montagu Place Hotel,19.52428571428572,77.09,9.100000000000012,0.7467338732094212
Le Burgundy Paris,12.177419354838714,71.34193548387096,9.10000000000001,0.8293090974859829
De L Europe Amsterdam,15.30769230769231,77.63384615384616,9.10000000000001,0.8028219254092188
Hotel le Lapin Blanc,17.41791044776119,87.33880597014925,9.10000000000001,0.800570774304903
Le G n ral H tel,18.26060606060606,91.55757575757576,9.10000000000001,0.8005560336267955
Grand Pigalle Hotel,19.678125000000005,97.91250000000001,9.10000000000001,0.7990233626962849
Hotel Indigo Paris Opera,16.004838709677422,78.04677419354837,9.10000000000001,0.7949327326458492
The London EDITION,16.242622950819676,64.45245901639345,9.10000000000001,0.7479906399430256
Maison Borella,11.479661016949153,102.83050847457632,9.100000000000009,0.8883632767430362
H tel R de Paris Boutique Hotel,11.585185185185187,93.67037037037035,9.100000000000009,0.8763196393974141
Hotel Le Six,11.400000000000002,80.28823529411767,9.100000000000009,0.8580115759396293
Idol Hotel,10.915686274509802,75.65882352941175,9.100000000000009,0.8557248743067433
Hidden Hotel by Elegancia,12.416363636363641,76.8309090909091,9.100000000000009,0.8383936389237285
H tel Keppler,13.600000000000007,71.75102040816328,9.100000000000009,0.8104556573183912
The Dylan Amsterdam,19.64528301886793,76.79811320754717,9.100000000000009,0.7441957595263248
H tel Ad le Jules,9.411111111111113,87.64222222222223,9.100000000000007,0.8926189812114912
Number Sixteen,26.43777777777778,94.83777777777777,9.100000000000007,0.7212315767275113
The Berkeley,18.791666666666668,53.86249999999998,9.100000000000007,0.6511178154250791
H tel Regent s Garden,15.52558139534884,84.37209302325579,9.100000000000005,0.8159867695700109
Relais Christine,20.68780487804878,73.31951219512196,9.100000000000005,0.7178403912045508
Hotel d Orsay Esprit de France,11.253124999999994,111.44609374999999,9.100000000000003,0.8990262949436036
Hotel du Petit Moulin,10.354054054054057,96.54594594594592,9.100000000000003,0.8927551648843849
Bradford Elys es Astotel,10.816216216216219,95.97567567567572,9.100000000000003,0.8873025259778661
Park Hyatt Milano,8.194736842105266,60.44736842105261,9.100000000000003,0.8644318676534609
Gallery Hotel,18.21640625,89.35781250000002,9.100000000000003,0.7961408662505027
citizenM London Bankside,18.253831775700963,76.92635514018694,9.100000000000003,0.7627102994489204
My Home In Paris,11.791176470588235,78.39117647058823,9.100000000000001,0.8495854125239184
Grand Hotel et de Milan,12.28857142857143,70.13142857142857,9.100000000000001,0.8247779678970096
Ohla Eixample,14.065384615384609,77.45846153846159,9.100000000000001,0.8184138396758562
Hotel Bristol A Luxury Collection Hotel,25.561290322580636,93.4774193548387,9.1,0.7265511767547796
Mandarin Oriental Paris,33.137499999999996,74.65,9.1,0.5560951105157402
The Curtain,8.423076923076923,67.34615384615383,9.099999999999998,0.8749286122215877
Pulitzer Amsterdam,10.697080291970797,83.71605839416056,9.099999999999998,0.8722218831468904
Strandhotel Alte Donau,10.53,70.93,9.099999999999998,0.8515437755533625
Rocco Forte Brown s Hotel,10.610000000000001,51.985,9.099999999999998,0.7959026642300664
The Zetter Townhouse Clerkenwell,16.530000000000005,80.66999999999999,9.099999999999998,0.7950911119375232
Four Seasons Hotel Milano,16.58125,65.00625,9.099999999999998,0.7449283722718969
H tel Amastan Paris,11.8,71.4181818181818,9.099999999999996,0.834775967413442
Hotel La Villa Saint Germain Des Pr s,15.351851851851855,82.32222222222224,9.099999999999996,0.8135150942547351
The Levin Hotel,19.157142857142862,57.67142857142857,9.099999999999996,0.667822640574684
Duquesa Suites Barcelona,16.755714285714276,89.97785714285715,9.099999999999994,0.8137795806904875
Conrad London St James,14.89127516778522,66.25369127516777,9.09999999999999,0.7752385583176321
Hotel Stefanie,11.392277227722806,79.1936633663367,9.099999999999982,0.8561466063891497
Room Mate Anna,12.974390243902427,86.41524390243902,9.099999999999982,0.8498599360715773
The Ampersand Hotel,13.399999999999984,78.79144385026729,9.099999999999973,0.8299307723632415
Hotel V Fizeaustraat,13.197938144329894,89.29484536082472,9.099999999999971,0.8521982081832455
Hotel Indigo London Kensington,17.88051282051281,91.8035897435897,9.099999999999971,0.8052307881374395
Apex London Wall Hotel,13.086699507389152,75.03399014778326,9.099999999999968,0.8255897163190411
citizenM London Shoreditch,17.03609958506223,78.45269709543564,9.09999999999996,0.7828487710965721
H10 Urquinaona Plaza,17.879775280898897,83.69700374531841,9.099999999999955,0.7863749658792415
citizenM Tower of London,19.736440677966133,89.59449152542378,9.099999999999955,0.7797136817014513
The Chesterfield Mayfair,12.525850340136046,70.75272108843538,9.099999999999952,0.8229629878901801
Hotel V Nesplein,16.46608996539793,76.99307958477507,9.099999999999952,0.7861354545863106
Hotel Capricorno,9.324126984126972,88.87587301587298,9.099999999999948,0.8950882093449398
H tel Baume,7.950943396226415,101.74528301886792,9.0,0.9218544274455261
Le Pavillon des Lettres,5.570588235294118,66.78823529411765,9.0,0.9165932710938877
Hotel J ger,7.234782608695651,84.35652173913044,9.0,0.9142356458097103
Hotel Landhaus Fuhrgassl Huber,8.0375,85.96562500000002,9.0,0.906503326184158
H tel de Jos phine BONAPARTE,9.864102564102565,102.91282051282052,9.0,0.9041508869842535
H tel Th r se,9.606578947368423,85.8592105263158,9.0,0.8881124239498568
Room Mate Gerard,8.737499999999999,77.2,9.0,0.8868199481865285
The Wellesley Knightsbridge a Luxury Collection Hotel London,7.339999999999997,62.08999999999998,9.0,0.881784506361733
H tel Barri re Le Fouquet s,5.723076923076922,47.96923076923077,9.0,0.8806927517639512
H tel Regina,11.346739130434775,85.9722826086956,9.0,0.8680186359354949
Terrass H tel Montmartre by MH,11.836363636363634,88.17272727272724,9.0,0.8657593566347046
The Nadler Soho,11.617928286852578,80.95856573705184,9.0,0.8564953790734529
H tel La Comtesse by Elegancia,16.129545454545454,110.6840909090909,9.0,0.8542740395474426
Crowne Plaza Amsterdam South,10.72624113475177,72.66879432624114,9.0,0.8523954988630043
Antica Locanda Dei Mercanti,15.243243243243244,99.70270270270271,9.0,0.8471130387638927
The Square Milano Duomo,12.785849056603762,82.03396226415096,9.0,0.8441395648373892
Hotel Am Parkring,12.852662721893482,80.80177514792898,9.0,0.8409358866390833
The Piccadilly London West End,13.13778966131909,82.58431372549013,9.0,0.8409166454420262
Le Roch Hotel Spa,17.875,110.80833333333332,9.0,0.8386854177634052
Hotel Moonlight,13.81301775147928,85.44082840236688,9.0,0.8383323522282629
H tel Recamier,14.0,86.02666666666669,9.0,0.8372597644141352
La Clef Tour Eiffel,13.26846153846153,81.05538461538467,9.0,0.836303761910185
DO CO Hotel Vienna,11.256756756756761,68.05135135135133,9.0,0.8345843758687794
Acad mie H tel Saint Germain,14.814999999999996,87.35000000000005,9.0,0.8303949627933602
H tel Duc De St Simon,14.649152542372882,85.58813559322036,9.0,0.8288413173059785
Le Pigalle Hotel,14.480952380952383,83.20476190476188,9.0,0.8259600526526639
Landmark London,14.321897810218973,81.8766423357664,9.0,0.8250795660197378
Senato Hotel Milano,15.444444444444441,88.19722222222225,9.0,0.8248874051210986
Steigenberger Hotel Herrenhof,14.043902439024386,79.29512195121953,9.0,0.8228907139122145
The Nadler Kensington,14.319565217391292,80.73514492753631,9.0,0.8226352943288355
Hotel Xenia Autograph Collection,11.973655913978492,66.87849462365594,9.0,0.8209640336350629
The Ring Vienna s Casual Luxury Hotel,15.172916666666657,84.615625,9.0,0.8206842215410375
COMO Metropolitan London,13.593877551020404,73.62653061224489,9.0,0.8153671314133659
Artus Hotel by MH,12.784848484848485,68.8969696969697,9.0,0.8144352568613653
COQ Hotel Paris,16.86470588235294,89.61274509803921,9.0,0.8118046058749522
Le Grey Hotel,12.760465116279073,67.45116279069768,9.0,0.8108191973520894
Hotel Clerici,17.527777777777782,92.34629629629627,9.0,0.810195119016584
Apex City Of London Hotel,14.221598272138252,72.9406047516199,9.0,0.8050249470707547
Hotel Casa Fuster G L Monumento,15.904854368932032,81.49417475728153,9.0,0.8048344631220291
St Martins Lane A Morgans Original,14.502538071065988,73.63604060913704,9.0,0.8030510881479082
Ch teau Monfort Relais Ch teaux,13.878151260504199,69.90336134453786,9.0,0.8014666105668091
Hotel La Lanterne,21.492105263157896,108.16052631578948,9.0,0.8012943723996984
Hotel Monsieur,16.673684210526314,82.35263157894737,9.0,0.7975330734326068
Ohla Barcelona,17.503954802259877,85.1271186440678,9.0,0.7943786295005808
Hotel de Nell,16.180851063829795,75.89999999999999,9.0,0.7868135564712807
Hazlitt s,16.23522727272726,75.91136363636366,9.0,0.7861291578096467
Bianca Maria Palace Hotel,15.885425101214567,72.45182186234814,9.0,0.780744987594716
The Capital,13.071794871794877,59.57307692307692,9.0,0.7805754621559385
Mandarin Oriental Barcelona,13.663157894736843,59.60526315789474,9.0,0.7707726269315673
The Westbridge Hotel,18.06859205776173,75.34801444043318,9.0,0.7601981659112468
Hilton London Canary Wharf,16.271428571428583,67.11168831168828,9.0,0.7575470237634488
Sir Adam Hotel,18.615909090909092,76.11590909090906,9.0,0.7554268310889491
The Hoxton Shoreditch,16.95775401069519,68.62299465240643,9.0,0.7528852522891097
Novotel London Canary Wharf,23.96363636363636,96.27272727272725,9.0,0.7510859301227573
St Paul s Hotel,20.962091503267956,83.49869281045744,9.0,0.7489530578538273
Snob Hotel by Elegancia,26.493333333333332,105.36,9.0,0.7485446722348773
Radisson Blu Edwardian New Providence Wharf,16.949414062500033,66.52714843749997,9.0,0.745225603973941
Dorset Square Hotel,19.92537313432835,77.48358208955223,9.0,0.7428439341988674
art otel Amsterdam,19.320916905444154,74.9042979942693,9.0,0.7420586345135718
The Bloomsbury Hotel,18.922260273972626,73.03150684931504,9.0,0.7409027816855172
InterContinental Amstel Amsterdam,20.28666666666667,77.83999999999999,9.0,0.7393799246317231
H tel Crayon Rouge by Elegancia,23.468181818181822,89.26590909090909,9.0,0.7370980472031978
Le Cinq Codet,18.584126984126957,70.66349206349206,9.0,0.7370052563008226
Saint SHERMIN bed breakfast champagne,21.56851851851852,80.63518518518516,9.0,0.7325172817674482
Hotel Well and Come,23.595408163265315,86.15102040816326,9.0,0.726115743592173
Sofitel Vienna Stephansdom,21.156,75.71799999999999,9.0,0.7205948387437597
San Domenico House,16.139622641509437,57.40188679245281,9.0,0.7188311474870983
Grand Hotel Wien,22.472839506172832,78.69876543209878,9.0,0.714444827910771
Sanderson A Morgans Hotel,19.99934210526315,66.3559210526316,9.0,0.6986050108565255
Hotel Magna Pars Small Luxury Hotels of the World,18.300000000000004,59.853333333333325,9.0,0.6942526175094674
BoB Hotel by Elegancia,31.868965517241378,103.6241379310345,9.0,0.692456157864963
Andaz London Liverpool Street,20.69156118143461,66.82194092827005,9.0,0.6903477975348554
Baglioni Hotel London The Leading Hotels of the World,23.14285714285715,69.40142857142858,9.0,0.6665363001996665
Prince de Galles a Luxury Collection hotel Paris,29.462500000000002,64.2,9.0,0.5410825545171339
The Chamberlain,13.561666666666687,76.98714285714287,8.900000000000063,0.8238450452456499
St George s Hotel Wembley,16.961592505854828,75.70515222482433,8.900000000000063,0.7759519397638437
The Royal Horseguards,18.147417840375603,76.8267605633803,8.900000000000063,0.7637878037900035
INK Hotel Amsterdam MGallery by Sofitel,20.077283372365358,82.42974238875877,8.900000000000063,0.7564315647418138
Club Quarters Hotel Lincoln s Inn Fields,11.703667481662594,76.21833740831296,8.90000000000006,0.8464455158741615
Hotel Barcelona Catedral,15.949090909090922,88.25038961038965,8.900000000000059,0.8192745552795468
Novotel London Wembley,19.31592689295042,72.77467362924281,8.900000000000059,0.7345789966526383
London City Suites,17.568838526912188,68.83626062322945,8.900000000000055,0.7447734904852833
Jaz Amsterdam,17.35169230769234,85.5763076923076,8.900000000000054,0.7972371936157736
The Marylebone Hotel,22.196385542168677,69.6298192771084,8.900000000000054,0.6812229907730639
Arbor City,16.403678929765913,78.55852842809357,8.90000000000005,0.7911916216101148
K K Hotel Picasso,15.097942386831267,88.73744855967077,8.900000000000041,0.8298582770646288
Negresco Princess 4 Sup,21.828085106382996,89.15489361702126,8.90000000000004,0.7551667191691245
Austria Trend Hotel Savoyen Vienna,14.099557522123884,74.64159292035399,8.900000000000036,0.8111032070662162
Hotel mbit Barcelona,14.168656716417905,76.90696517412935,8.90000000000003,0.8157688749733154
Starhotels Echo,13.836464088397783,78.83480662983425,8.900000000000023,0.8244878794037467
Great Northern Hotel A Tribute Portfolio Hotel London,22.153038674033144,76.69502762430938,8.900000000000023,0.7111541730899451
Grand Hotel Central,22.54469273743016,72.7217877094972,8.900000000000022,0.6899870939987095
Majestic Hotel Spa Barcelona GL,14.25595238095237,71.66309523809518,8.900000000000018,0.8010698207551871
Hotel Okura Amsterdam,18.74823529411764,68.18294117647059,8.900000000000018,0.7250304112638146
